# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 11 05:36:40 2015
#
# CONSTRAINT:  where (koi_disposition like 'CONFIRMED'
# CONSTRAINT:  )
# CONSTRAINT:  order by rowid asc, koi_period desc
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
rowid	kepler_name	koi_disposition	koi_period	koi_period_err1	koi_period_err2	koi_prad	koi_prad_err1	koi_prad_err2	koi_teq	koi_teq_err1	koi_teq_err2	koi_steff	koi_steff_err1	koi_steff_err2	koi_slogg	koi_slogg_err1	koi_slogg_err2	koi_srad	koi_srad_err1	koi_srad_err2
1185	Kepler-426 b	CONFIRMED	3.217518593	1.7600000e-07	-1.7600000e-07	11.68	4.910e+00	-1.040e+00	1200.0			5866.00	158.00	-165.00	4.507	0.044	-0.294	0.9030	0.3790	-0.0810
1186	Kepler-318 b	CONFIRMED	4.662719058	1.8640000e-06	-1.8640000e-06	5.89	2.870e+00	-1.540e+00	1327.0			5903.00	165.00	-180.00	4.150	0.221	-0.252	1.4700	0.7170	-0.3840
1187	Kepler-318 c	CONFIRMED	11.815001300	1.2850000e-05	-1.2850000e-05	4.59	2.230e+00	-1.200e+00	973.0			5903.00	165.00	-180.00	4.150	0.221	-0.252	1.4700	0.7170	-0.3840
1189	Kepler-411 b	CONFIRMED	3.005155704	2.0180000e-06	-2.0180000e-06	1.94	1.200e-01	-7.000e-02	985.0			4987.00	93.00	-102.00	4.586	0.014	-0.053	0.7680	0.0480	-0.0290
1207	Kepler-116 c	CONFIRMED	13.071489000	4.4890000e-05	-4.4890000e-05	1.85	1.210e+00	-2.200e-01	912.0			6484.00	166.00	-218.00	4.377	0.064	-0.366	1.1730	0.7680	-0.1360
1214	Kepler-59 c	CONFIRMED	17.977615700	1.8740000e-04	-1.8740000e-04	1.62	7.000e-01	-1.500e-01	754.0			6305.00	155.00	-201.00	4.458	0.048	-0.296	1.0110	0.4330	-0.0950
1215	Kepler-59 b	CONFIRMED	11.869150700	2.8140000e-04	-2.8140000e-04	1.02	4.400e-01	-9.000e-02	866.0			6305.00	155.00	-201.00	4.458	0.048	-0.296	1.0110	0.4330	-0.0950
1237	Kepler-84 b	CONFIRMED	8.725859360	3.1880000e-05	-3.1880000e-05	2.75	1.110e+00	-3.100e-01	932.0			6028.00	161.00	-196.00	4.421	0.072	-0.276	1.0220	0.4100	-0.1150
1238	Kepler-84 c	CONFIRMED	12.882964850	7.3700000e-05	-7.3700000e-05	2.94	1.180e+00	-3.300e-01	819.0			6028.00	161.00	-196.00	4.421	0.072	-0.276	1.0220	0.4100	-0.1150
1239	Kepler-84 e	CONFIRMED	27.434588300	1.2380000e-04	-1.2380000e-04	2.30	9.200e-01	-2.600e-01	636.0			6028.00	161.00	-196.00	4.421	0.072	-0.276	1.0220	0.4100	-0.1150
1240	Kepler-84 d	CONFIRMED	4.224513690	2.5310000e-05	-2.5310000e-05	1.30	5.100e-01	-1.500e-01	1188.0			6028.00	161.00	-196.00	4.421	0.072	-0.276	1.0220	0.4100	-0.1150
1241	Kepler-84 f	CONFIRMED	44.551841600	4.2350000e-04	-4.2350000e-04	2.08	8.400e-01	-2.300e-01	541.0			6028.00	161.00	-196.00	4.421	0.072	-0.276	1.0220	0.4100	-0.1150
1249	Kepler-69 b	CONFIRMED	13.722371040	1.8490000e-05	-1.8490000e-05	2.28	4.500e-01	-2.500e-01	746.0			5637.00	116.00	-92.00	4.399	0.113	-0.134	0.9430	0.1860	-0.1060
1269	Kepler-314 c	CONFIRMED	5.960401080	3.6430000e-06	-3.6430000e-06	2.87	3.600e-01	-1.200e-01	907.0			5497.00	85.00	-116.00	4.533	0.018	-0.117	0.9090	0.1140	-0.0370
1272	Kepler-419 b	CONFIRMED	69.726640600	1.0530000e-04	-1.0530000e-04	30.64	8.080e+00	-4.520e+00	551.0			6287.00	106.00	-153.00	4.241	0.095	-0.181	1.4230	0.3750	-0.2100
1276	Kepler-3 b	CONFIRMED	4.887802706	1.7700000e-07	-1.7700000e-07	4.84	1.900e-01	-1.400e-01	801.0			4777.00	93.00	-91.00	4.590	0.011	-0.041	0.7650	0.0300	-0.0220
1277	Kepler-12 b	CONFIRMED	4.437963030	1.6700000e-07	-1.6700000e-07	18.22	3.930e+00	-3.130e+00	1338.0			5953.00	105.00	-123.00	4.175	0.140	-0.131	1.4150	0.3050	-0.2430
1282	Kepler-308 b	CONFIRMED	9.695025440	5.0850000e-05	-5.0850000e-05	2.23	9.200e-01	-2.000e-01	833.0			5896.00	172.00	-193.00	4.516	0.036	-0.298	0.9140	0.3790	-0.0790
1283	Kepler-308 c	CONFIRMED	15.382500600	1.0470000e-04	-1.0470000e-04	2.19	9.100e-01	-1.900e-01	715.0			5896.00	172.00	-193.00	4.516	0.036	-0.298	0.9140	0.3790	-0.0790
1287	Kepler-314 b	CONFIRMED	2.461066550	1.1030000e-05	-1.1030000e-05	0.81	1.000e-01	-3.000e-02	1218.0			5497.00	85.00	-116.00	4.533	0.018	-0.117	0.9090	0.1140	-0.0370
1292	Kepler-69 c	CONFIRMED	242.467120000	3.1150000e-03	-3.1150000e-03	1.74	3.400e-01	-2.000e-01	286.0			5637.00	116.00	-92.00	4.399	0.113	-0.134	0.9430	0.1860	-0.1060
1301	Kepler-309 b	CONFIRMED	5.923656340	1.7040000e-05	-1.7040000e-05	1.03	1.500e-01	-1.500e-01	529.0			3880.00	143.00	-103.00	4.765	0.086	-0.086	0.4900	0.0700	-0.0700
1302	Kepler-309 c	CONFIRMED	105.358596400	5.5650000e-04	-5.5650000e-04	2.09	3.000e-01	-3.000e-01	203.0			3880.00	143.00	-103.00	4.765	0.086	-0.086	0.4900	0.0700	-0.0700
1305	Kepler-310 c	CONFIRMED	56.476167000	1.2660000e-04	-1.2660000e-04	3.33	1.490e+00	-3.200e-01	448.0			5795.00	221.00	-199.00	4.528	0.044	-0.296	0.8530	0.3810	-0.0810
1306	Kepler-310 d	CONFIRMED	92.875034700	5.4980000e-04	-5.4980000e-04	2.38	1.060e+00	-2.300e-01	380.0			5795.00	221.00	-199.00	4.528	0.044	-0.296	0.8530	0.3810	-0.0810
1311	Kepler-315 b	CONFIRMED	96.105471000	1.1670000e-03	-1.1670000e-03	3.89	1.660e+00	-4.400e-01	378.0			5724.00	182.00	-148.00	4.483	0.076	-0.275	0.8620	0.3690	-0.0960
1323	Kepler-310 b	CONFIRMED	13.930722780	7.6640000e-05	-7.6640000e-05	1.21	5.400e-01	-1.100e-01	714.0			5795.00	221.00	-199.00	4.528	0.044	-0.296	0.8530	0.3810	-0.0810
1332	Kepler-316 c	CONFIRMED	6.827783900	1.7400000e-05	-1.7400000e-05	1.32	1.500e-01	-1.100e-01	562.0			4132.00	94.00	-74.00	4.701	0.041	-0.050	0.5540	0.0640	-0.0450
1334	Kepler-302 c	CONFIRMED	127.282403100	2.1050000e-04	-2.1050000e-04	9.32	3.760e+00	-7.700e-01	352.0			5938.00	166.00	-177.00	4.532	0.033	-0.291	0.8830	0.3560	-0.0730
1336	Kepler-302 b	CONFIRMED	30.183685400	1.1760000e-04	-1.1760000e-04	2.88	1.150e+00	-2.400e-01	568.0			5938.00	166.00	-177.00	4.532	0.033	-0.291	0.8830	0.3560	-0.0730
1343	Kepler-341 e	CONFIRMED	42.473057500	3.9820000e-04	-3.9820000e-04	2.43	9.500e-01	-2.700e-01	544.0			6008.00	156.00	-183.00	4.435	0.066	-0.276	1.0030	0.3960	-0.1090
1344	Kepler-342 b	CONFIRMED	15.170261790	4.1370000e-05	-4.1370000e-05	1.82	8.600e-01	-2.300e-01	868.0			6475.00	144.00	-224.00	4.375	0.069	-0.281	1.1780	0.5570	-0.1470
1345	Kepler-342 d	CONFIRMED	39.457152200	3.3520000e-04	-3.3520000e-04	2.32	1.090e+00	-2.900e-01	631.0			6475.00	144.00	-224.00	4.375	0.069	-0.281	1.1780	0.5570	-0.1470
1346	Kepler-66 b	CONFIRMED	17.815950670	4.4090000e-05	-4.4090000e-05	2.81	5.100e-01	-1.700e-01	699.0			5964.00	109.00	-126.00	4.484	0.037	-0.142	0.9330	0.1690	-0.0580
1352	Kepler-353 c	CONFIRMED	8.411002870	2.4060000e-05	-2.4060000e-05	1.76	3.400e-01	-1.600e-01	485.0			3903.00	104.00	-77.00	4.735	0.060	-0.100	0.5230	0.1000	-0.0500
1360	Kepler-330 c	CONFIRMED	15.955450020	4.7010000e-05	-4.7010000e-05	2.21	3.500e-01	-1.600e-01	570.0			5108.00	164.00	-130.00	4.608	0.027	-0.101	0.7430	0.1190	-0.0550
1361	Kepler-330 b	CONFIRMED	8.259815320	4.8180000e-05	-4.8180000e-05	1.31	2.100e-01	-1.000e-01	710.0			5108.00	164.00	-130.00	4.608	0.027	-0.101	0.7430	0.1190	-0.0550
1363	Kepler-343 b	CONFIRMED	8.968481080	3.3440000e-05	-3.3440000e-05	1.79	7.800e-01	-2.000e-01	946.0			6122.00	168.00	-214.00	4.410	0.072	-0.288	1.0470	0.4580	-0.1160
1370	Kepler-353 b	CONFIRMED	5.795297100	3.2860000e-05	-3.2860000e-05	1.08	2.000e-01	-1.100e-01	549.0			3903.00	104.00	-77.00	4.735	0.060	-0.100	0.5230	0.1000	-0.0500
1373	Kepler-85 b	CONFIRMED	8.305374900	3.0360000e-05	-3.0360000e-05	2.12	8.500e-01	-1.600e-01	831.0			5695.00	164.00	-155.00	4.545	0.027	-0.288	0.8720	0.3490	-0.0670
1375	Kepler-324 c	CONFIRMED	51.809669500	2.3360000e-04	-2.3360000e-04	3.25	1.020e+00	-2.400e-01	413.0			5355.00	171.00	-138.00	4.581	0.024	-0.204	0.8030	0.2520	-0.0580
1376	Kepler-324 b	CONFIRMED	4.385364610	1.4580000e-05	-1.4580000e-05	1.11	3.400e-01	-8.000e-02	941.0			5355.00	171.00	-138.00	4.581	0.024	-0.204	0.8030	0.2520	-0.0580
1381	Kepler-331 b	CONFIRMED	8.457474830	1.6060000e-05	-1.6060000e-05	1.99	1.700e-01	-1.700e-01	538.0			4345.00	133.00	-143.00	4.733	0.046	-0.044	0.5210	0.0440	-0.0440
1382	Kepler-331 c	CONFIRMED	17.281152100	4.5440000e-05	-4.5440000e-05	2.05	1.700e-01	-1.700e-01	424.0			4345.00	133.00	-143.00	4.733	0.046	-0.044	0.5210	0.0440	-0.0440
1383	Kepler-331 d	CONFIRMED	32.134073700	1.3390000e-04	-1.3390000e-04	1.92	1.600e-01	-1.600e-01	345.0			4345.00	133.00	-143.00	4.733	0.046	-0.044	0.5210	0.0440	-0.0440
1388	Kepler-344 b	CONFIRMED	21.963990840	6.8460000e-05	-6.8460000e-05	2.64	1.040e+00	-2.900e-01	643.0			5774.00	164.00	-163.00	4.447	0.074	-0.269	0.9580	0.3770	-0.1050
1389	Kepler-344 c	CONFIRMED	125.602302000	1.1830000e-03	-1.1830000e-03	3.19	1.250e+00	-3.500e-01	360.0			5774.00	164.00	-163.00	4.447	0.074	-0.269	0.9580	0.3770	-0.1050
1390	Kepler-85 c	CONFIRMED	12.513667540	5.4910000e-05	-5.4910000e-05	1.92	7.700e-01	-1.500e-01	725.0			5695.00	164.00	-155.00	4.545	0.027	-0.288	0.8720	0.3490	-0.0670
1391	Kepler-85 d	CONFIRMED	17.913373900	1.8970000e-04	-1.8970000e-04	1.27	5.000e-01	-1.000e-01	644.0			5695.00	164.00	-155.00	4.545	0.027	-0.288	0.8720	0.3490	-0.0670
1392	Kepler-85 e	CONFIRMED	25.215287500	4.3570000e-04	-4.3570000e-04	1.21	4.800e-01	-1.000e-01	574.0			5695.00	164.00	-155.00	4.545	0.027	-0.288	0.8720	0.3490	-0.0670
1395	Kepler-325 b	CONFIRMED	4.544437773	5.0010000e-06	-5.0010000e-06	2.94	1.110e+00	-3.900e-01	1105.0			5749.00	166.00	-152.00	4.404	0.107	-0.250	0.9820	0.3700	-0.1300
1396	Kepler-325 c	CONFIRMED	12.762249470	4.4480000e-05	-4.4480000e-05	3.33	1.260e+00	-4.400e-01	783.0			5749.00	166.00	-152.00	4.404	0.107	-0.250	0.9820	0.3700	-0.1300
1397	Kepler-325 d	CONFIRMED	38.714683300	1.7930000e-04	-1.7930000e-04	3.01	1.130e+00	-4.000e-01	541.0			5749.00	166.00	-152.00	4.404	0.107	-0.250	0.9820	0.3700	-0.1300
1400	Kepler-433 b	CONFIRMED	5.334083460	1.0490000e-06	-1.0490000e-06	7.93	3.410e+00	-1.090e+00	1149.0			6057.00	163.00	-197.00	4.352	0.108	-0.272	1.1100	0.4770	-0.1530
1409	Kepler-424 b	CONFIRMED	3.311864499	3.6300000e-07	-3.6300000e-07	9.13	3.450e+00	-1.040e+00	1158.0			5523.00	170.00	-143.00	4.437	0.090	-0.251	0.9460	0.3580	-0.1080
1411	Kepler-119 b	CONFIRMED	2.422084448	4.6500000e-07	-4.6500000e-07	3.60	1.210e+00	-2.800e-01	1214.0			5588.00	152.00	-142.00	4.559	0.028	-0.233	0.8320	0.2800	-0.0640
1414	Kepler-354 b	CONFIRMED	5.476653680	1.3540000e-05	-1.3540000e-05	2.00	1.600e-01	-1.700e-01	740.0			4650.00	142.00	-127.00	4.589	0.040	-0.033	0.7060	0.0570	-0.0600
1415	Kepler-326 c	CONFIRMED	4.580338622	6.7280000e-06	-6.7280000e-06	2.79	1.960e+00	-1.310e+00	1258.0			5192.00	182.00	-148.00	4.004	0.511	-0.352	1.5930	1.1220	-0.7460
1416	Kepler-326 b	CONFIRMED	2.248288538	2.6010000e-06	-2.6010000e-06	2.55	1.790e+00	-1.190e+00	1594.0			5192.00	182.00	-148.00	4.004	0.511	-0.352	1.5930	1.1220	-0.7460
1417	Kepler-326 d	CONFIRMED	6.766898110	1.6270000e-05	-1.6270000e-05	2.43	1.700e+00	-1.140e+00	1104.0			5192.00	182.00	-148.00	4.004	0.511	-0.352	1.5930	1.1220	-0.7460
1422	Kepler-332 b	CONFIRMED	7.626340630	2.2650000e-05	-2.2650000e-05	1.45	1.650e+00	-1.500e-01	792.0			5141.00	170.00	-142.00	4.472	0.091	-0.629	0.8610	0.9790	-0.0910
1428	Kepler-345 c	CONFIRMED	9.387428890	1.8680000e-05	-1.8680000e-05	1.22	1.000e-01	-1.300e-01	564.0			4386.00	128.00	-132.00	4.629	0.058	-0.026	0.6300	0.0510	-0.0650
1429	Kepler-345 b	CONFIRMED	7.415578590	3.3160000e-05	-3.3160000e-05	0.79	6.000e-02	-9.000e-02	610.0			4386.00	128.00	-132.00	4.629	0.058	-0.026	0.6300	0.0510	-0.0650
1430	Kepler-354 d	CONFIRMED	24.210217100	2.6410000e-04	-2.6410000e-04	1.47	1.200e-01	-1.200e-01	451.0			4650.00	142.00	-127.00	4.589	0.040	-0.033	0.7060	0.0570	-0.0600
1439	Kepler-74 b	CONFIRMED	7.340714746	7.5700000e-07	-7.5700000e-07	14.41	9.200e-01	-1.260e+00	1155.0			6056.00	112.00	-154.00	4.191	0.050	-0.045	1.4980	0.0950	-0.1310
1440	Kepler-333 b	CONFIRMED	12.551093330	3.1060000e-05	-3.1060000e-05	1.46	1.500e-01	-1.300e-01	470.0			4159.00	94.00	-78.00	4.680	0.034	-0.053	0.5830	0.0570	-0.0530
1442	Kepler-333 c	CONFIRMED	24.088256800	1.5410000e-04	-1.5410000e-04	1.20	1.100e-01	-1.100e-01	378.0			4159.00	94.00	-78.00	4.680	0.034	-0.053	0.5830	0.0570	-0.0530
1443	Kepler-334 c	CONFIRMED	12.758028110	3.0780000e-05	-3.0780000e-05	1.37	2.600e-01	-1.100e-01	791.0			5827.00	111.00	-119.00	4.421	0.069	-0.151	0.9990	0.1860	-0.0840
1444	Kepler-334 b	CONFIRMED	5.470336940	1.4220000e-05	-1.4220000e-05	1.03	1.900e-01	-9.000e-02	1049.0			5827.00	111.00	-119.00	4.421	0.069	-0.151	0.9990	0.1860	-0.0840
1445	Kepler-346 b	CONFIRMED	6.511119850	1.0890000e-05	-1.0890000e-05	2.71	1.180e+00	-2.700e-01	1008.0			6032.00	170.00	-224.00	4.465	0.050	-0.301	1.0010	0.4350	-0.0990
1446	Kepler-346 c	CONFIRMED	23.851630320	7.1220000e-05	-7.1220000e-05	3.30	1.440e+00	-3.200e-01	654.0			6032.00	170.00	-224.00	4.465	0.050	-0.301	1.0010	0.4350	-0.0990
1460	Kepler-334 d	CONFIRMED	25.098527830	8.8290000e-05	-8.8290000e-05	1.39	2.600e-01	-1.100e-01	631.0			5827.00	111.00	-119.00	4.421	0.069	-0.151	0.9990	0.1860	-0.0840
1470	Kepler-355 c	CONFIRMED	25.762452400	1.5100000e-04	-1.5100000e-04	2.83	1.450e+00	-2.700e-01	662.0			6184.00	173.00	-238.00	4.448	0.048	-0.328	1.0380	0.5320	-0.0990
1471	Kepler-355 b	CONFIRMED	11.031730700	1.6360000e-04	-1.6360000e-04	1.50	7.700e-01	-1.400e-01	878.0			6184.00	173.00	-238.00	4.448	0.048	-0.328	1.0380	0.5320	-0.0990
1472	Kepler-119 c	CONFIRMED	4.125120930	1.9560000e-05	-1.9560000e-05	0.90	3.000e-01	-7.000e-02	1017.0			5588.00	152.00	-142.00	4.559	0.028	-0.233	0.8320	0.2800	-0.0640
1474	Kepler-356 c	CONFIRMED	13.121635510	4.9410000e-05	-4.9410000e-05	1.64	2.700e-01	-1.300e-01	852.0			6129.00	88.00	-128.00	4.380	0.060	-0.125	1.1080	0.1840	-0.0880
1480	Kepler-335 b	CONFIRMED	6.562257280	1.6730000e-05	-1.6730000e-05	1.69	6.200e-01	-1.500e-01	972.0			6003.00	148.00	-179.00	4.507	0.038	-0.274	0.9320	0.3480	-0.0800
1481	Kepler-336 d	CONFIRMED	20.678793550	6.1210000e-05	-6.1210000e-05	1.66	7.200e-01	-1.300e-01	651.0			6029.00	153.00	-165.00	4.536	0.034	-0.308	0.8650	0.3730	-0.0680
1482	Kepler-117 c	CONFIRMED	50.790346190	2.3470000e-05	-2.3470000e-05	9.16	5.550e+00	-1.140e+00	580.0			6466.00	150.00	-239.00	4.373	0.068	-0.342	1.1830	0.7160	-0.1470
1483	Kepler-336 c	CONFIRMED	9.599931390	2.1690000e-05	-2.1690000e-05	1.42	6.100e-01	-1.100e-01	841.0			6029.00	153.00	-165.00	4.536	0.034	-0.308	0.8650	0.3730	-0.0680
1484	Kepler-336 b	CONFIRMED	2.024820339	9.1430000e-06	-9.1430000e-06	0.73	3.100e-01	-6.000e-02	1412.0			6029.00	153.00	-165.00	4.536	0.034	-0.308	0.8650	0.3730	-0.0680
1487	Kepler-347 b	CONFIRMED	12.798304400	6.2530000e-05	-6.2530000e-05	1.99	7.700e-01	-1.900e-01	811.0			6092.00	144.00	-198.00	4.471	0.046	-0.278	0.9980	0.3850	-0.0940
1490	Kepler-356 b	CONFIRMED	4.612680450	1.1880000e-05	-1.1880000e-05	1.30	2.200e-01	-1.000e-01	1207.0			6129.00	88.00	-128.00	4.380	0.060	-0.125	1.1080	0.1840	-0.0880
1507	Kepler-118 c	CONFIRMED	20.172023866	8.1380000e-06	-8.1380000e-06	7.19	3.980e+00	-1.050e+00	619.0			5275.00	185.00	-147.00	4.392	0.134	-0.354	0.9780	0.5420	-0.1430
1518	Kepler-416 b	CONFIRMED	6.319427270	1.1630000e-05	-1.1630000e-05	2.62	1.060e+00	-3.500e-01	1057.0			5977.00	177.00	-213.00	4.375	0.100	-0.266	1.0750	0.4310	-0.1440
1519	Kepler-416 c	CONFIRMED	12.209453510	3.2840000e-05	-3.2840000e-05	2.54	1.020e+00	-3.400e-01	848.0			5977.00	177.00	-213.00	4.375	0.100	-0.266	1.0750	0.4310	-0.1440
1522	Kepler-409 b	CONFIRMED	68.958608000	2.1380000e-04	-2.1380000e-04	0.98	2.000e-02	-2.000e-02	402.0			5460.00	75.00	-75.00	4.498	0.009	-0.009	0.8930	0.0180	-0.0180
1523	Kepler-117 b	CONFIRMED	18.795900480	1.1650000e-05	-1.1650000e-05	6.04	3.660e+00	-7.500e-01	808.0			6466.00	150.00	-239.00	4.373	0.068	-0.342	1.1830	0.7160	-0.1470
1526	Kepler-337 c	CONFIRMED	9.693155660	3.0130000e-05	-3.0130000e-05	1.76	2.800e-01	-3.200e-01	1004.0			5684.00	108.00	-102.00	4.125	0.155	-0.097	1.4150	0.2250	-0.2570
1538	Kepler-412 b	CONFIRMED	1.720861324	6.3000000e-08	-6.3000000e-08	12.53	8.000e+00	-1.330e+00	1681.0			6195.00	150.00	-211.00	4.407	0.058	-0.361	1.1240	0.7170	-0.1200
1542	Kepler-337 b	CONFIRMED	3.292769650	1.0780000e-05	-1.0780000e-05	1.30	2.000e-01	-2.400e-01	1438.0			5684.00	108.00	-102.00	4.125	0.155	-0.097	1.4150	0.2250	-0.2570
1543	Kepler-338 b	CONFIRMED	13.727074490	4.0560000e-05	-4.0560000e-05	2.47	1.100e-01	-1.200e-01	1005.0			5923.00	77.00	-77.00	4.015	0.031	-0.031	1.7350	0.0820	-0.0820
1544	Kepler-338 c	CONFIRMED	24.311139900	1.0910000e-04	-1.0910000e-04	2.37	1.100e-01	-1.100e-01	831.0			5923.00	77.00	-77.00	4.015	0.031	-0.031	1.7350	0.0820	-0.0820
1545	Kepler-338 d	CONFIRMED	44.430136100	2.2950000e-04	-2.2950000e-04	2.80	1.300e-01	-1.300e-01	680.0			5923.00	77.00	-77.00	4.015	0.031	-0.031	1.7350	0.0820	-0.0820
1546	Kepler-338 e	CONFIRMED	9.341445480	5.4330000e-05	-5.4330000e-05	1.76	8.000e-02	-9.000e-02	1143.0			5923.00	77.00	-77.00	4.015	0.031	-0.031	1.7350	0.0820	-0.0820
1547	Kepler-339 b	CONFIRMED	4.977619960	1.2800000e-05	-1.2800000e-05	1.46	5.700e-01	-1.200e-01	954.0			5627.00	158.00	-139.00	4.567	0.031	-0.260	0.8080	0.3160	-0.0630
1550	Kepler-118 b	CONFIRMED	7.518494790	4.5550000e-05	-4.5550000e-05	1.67	9.300e-01	-2.400e-01	861.0			5275.00	185.00	-147.00	4.392	0.134	-0.354	0.9780	0.5420	-0.1430
1554	Kepler-41 b	CONFIRMED	1.855557540	7.3000000e-08	-7.3000000e-08	10.24	6.800e-01	-6.100e-01	1436.0			5657.00	110.00	-109.00	4.441	0.048	-0.050	0.9470	0.0630	-0.0560
1559	Kepler-327 b	CONFIRMED	2.549563296	3.7710000e-06	-3.7710000e-06	1.31	1.300e-01	-1.400e-01	690.0			3799.00	64.00	-101.00	4.753	0.060	-0.070	0.4920	0.0500	-0.0500
1560	Kepler-327 d	CONFIRMED	13.969482450	2.1820000e-05	-2.1820000e-05	1.70	1.800e-01	-1.700e-01	392.0			3799.00	64.00	-101.00	4.753	0.060	-0.070	0.4920	0.0500	-0.0500
1561	Kepler-327 c	CONFIRMED	5.212315850	1.3810000e-05	-1.3810000e-05	1.24	1.300e-01	-1.300e-01	544.0			3799.00	64.00	-101.00	4.753	0.060	-0.070	0.4920	0.0500	-0.0500
1563	Kepler-339 d	CONFIRMED	10.558389560	5.3360000e-05	-5.3360000e-05	1.16	4.600e-01	-9.000e-02	742.0			5627.00	158.00	-139.00	4.567	0.031	-0.260	0.8080	0.3160	-0.0630
1565	Kepler-339 c	CONFIRMED	6.988033450	3.2780000e-05	-3.2780000e-05	1.18	4.600e-01	-9.000e-02	852.0			5627.00	158.00	-139.00	4.567	0.031	-0.260	0.8080	0.3160	-0.0630
1566	Kepler-340 c	CONFIRMED	22.824548500	2.2700000e-04	-2.2700000e-04	5.69	1.260e+00	-1.980e+00	1448.0			8241.00	226.00	-345.00	3.745	0.295	-0.112	3.1770	0.7040	-1.1080
1568	Kepler-348 b	CONFIRMED	7.056752890	1.9090000e-05	-1.9090000e-05	1.33	7.800e-01	-1.700e-01	1110.0			6395.00	142.00	-237.00	4.369	0.074	-0.331	1.1860	0.6870	-0.1570
1575	Kepler-447 b	CONFIRMED	7.794301316	1.8200000e-06	-1.8200000e-06	6.06	2.910e+00	-8.300e-01	862.0			5555.00	171.00	-133.00	4.440	0.119	-0.308	0.8720	0.4190	-0.1200
1580	Kepler-17 b	CONFIRMED	1.485710952	4.6000000e-08	-4.6000000e-08	14.80	8.600e-01	-8.300e-01	1561.0			5624.00	88.00	-114.00	4.432	0.039	-0.052	1.0180	0.0590	-0.0570
1582	Kepler-328 c	CONFIRMED	71.311658300	5.1670000e-04	-5.1670000e-04	5.18	2.150e+00	-5.200e-01	473.0			6167.00	181.00	-259.00	4.444	0.047	-0.273	1.0640	0.4420	-0.1060
1591	Kepler-71 b	CONFIRMED	3.905081985	2.0800000e-07	-2.0800000e-07	13.14	8.600e-01	-4.900e-01	1046.0			5543.00	86.00	-122.00	4.540	0.015	-0.058	0.8870	0.0580	-0.0330
1594	Kepler-319 c	CONFIRMED	6.941359624	4.3750000e-06	-4.3750000e-06	5.22	1.780e+00	-1.750e+00	1240.0			5903.00	175.00	-206.00	4.065	0.249	-0.212	1.7840	0.6120	-0.5960
1596	Kepler-319 d	CONFIRMED	31.782092530	6.7100000e-05	-6.7100000e-05	4.56	1.570e+00	-1.520e+00	746.0			5903.00	175.00	-206.00	4.065	0.249	-0.212	1.7840	0.6120	-0.5960
1597	Kepler-319 b	CONFIRMED	4.362744362	5.8270000e-06	-5.8270000e-06	3.24	1.110e+00	-1.080e+00	1447.0			5903.00	175.00	-206.00	4.065	0.249	-0.212	1.7840	0.6120	-0.5960
1598	Kepler-329 c	CONFIRMED	18.684805700	5.1560000e-05	-5.1560000e-05	2.06	2.400e-01	-1.700e-01	384.0			4045.00	85.00	-71.00	4.736	0.039	-0.054	0.5150	0.0600	-0.0430
1599	Kepler-329 b	CONFIRMED	7.416343110	2.6460000e-05	-2.6460000e-05	1.36	1.600e-01	-1.100e-01	522.0			4045.00	85.00	-71.00	4.736	0.039	-0.054	0.5150	0.0600	-0.0430
1610	Kepler-349 b	CONFIRMED	5.929736440	1.3050000e-05	-1.3050000e-05	1.89	6.500e-01	-1.600e-01	987.0			5941.00	156.00	-175.00	4.519	0.034	-0.258	0.9110	0.3170	-0.0740
1611	Kepler-349 c	CONFIRMED	12.247641450	4.0210000e-05	-4.0210000e-05	1.97	6.800e-01	-1.600e-01	775.0			5941.00	156.00	-175.00	4.519	0.034	-0.258	0.9110	0.3170	-0.0740
1615	Kepler-321 c	CONFIRMED	13.093905100	1.4550000e-05	-1.4550000e-05	2.24	1.020e+00	-2.600e-01	805.0			5881.00	178.00	-212.00	4.407	0.077	-0.293	1.0670	0.4840	-0.1260
